"rgn_id","total_catch"
1,3318.60823358474
2,6171.41893846591
3,4320.81331891558
4,367.072387314347
5,42849.3286066379
6,14944.9059090366
7,73529.7012068554
8,13334.9091009127
9,59293.4087800335
10,3880.61388476068
11,48098.1317342827
12,7104.57700276743
13,14451.6989288628
14,525870.726371553
15,2304275.50510383
16,1124089.18231116
17,231453.697577028
18,81157.722771833
19,8647.14802749414
20,2408501.95956572
21,849254.234194173
24,138746.102485262
25,759430.821412652
26,564822.920216248
28,19855.2785062653
29,7680.16546403389
30,7553.12909918573
31,66406.3208216299
32,4117.46615329118
33,6078.47571837336
34,3238.97652010812
35,2212.93717094128
36,2241.90301201102
37,46441.9411785731
38,3182.60651081349
39,124082.255733856
40,187861.263931824
41,176960.381652594
42,219443.489940171
43,28853.6374341342
44,70098.4985194048
45,56820.0688929238
46,6935.28114239886
47,264855.781834067
48,235997.528004542
49,270315.245320703
50,1051310.06681951
51,83383.3376268458
52,67221.3918279373
53,692292.024245788
54,186327.54756536
55,130779.410093169
56,32079.5916150274
57,38040.3160642262
58,216487.47929146
59,17034.261055342
60,4560.3286204377
61,263539.131238193
62,1094723.38385205
63,533773.790040111
64,683366.414754495
65,158248.782579437
66,713486.613161627
67,60033.9289795612
68,14974.0150848395
69,71054.0769895364
70,84158.1186466016
71,28560.6287305904
72,15693.2695339138
73,10127562.9506024
74,21160.0021896109
75,95270.564878548
76,781423.75026537
77,11072.0007261041
78,12245.6683200298
79,12089.5554840719
80,308739.023176397
81,20916.280635877
82,16108.4086434341
84,160309.614459352
85,8487.27727684553
86,10602.3044613359
88,17883.3976767958
89,147152.124797236
90,441.837444011505
91,248.122224143376
92,1243.91157129294
93,7711.09037692312
94,2745.02118967857
95,221132.070312682
96,404123.544648481
97,73507.9878607533
98,48535.6016209122
99,22884.0797071864
100,52175.0949124445
101,353526.49956292
102,263134.681321735
103,19916.6044955429
104,112459.709729904
105,0.00129761904761904
106,414323.917444711
107,3094.16233123374
108,1504.02003171835
110,30079.2458099846
111,9924.27310328184
112,75760.0471643004
113,209.379047672939
114,22394.732060193
115,34882.827959148
116,16881.8911365823
117,3918.75150235789
118,4036.9797106994
119,3519.38651882302
120,6089.02619933452
121,1586.1218512394
122,4781.61889227379
123,3963.98745684387
124,6841.46232755556
125,4917.15447128565
126,43592.2274479008
127,3813.79129706449
129,173424.600176613
130,37710.5230227203
131,41688.3357158979
132,86859.7101088854
133,25763.1002424204
134,31309.924263326
135,1826218.51245296
136,23334.7794827147
137,957987.738061462
138,7025497.67738892
139,364105.703834595
140,12787.6371989494
141,225349.602968066
143,1237087.00528688
144,139396.733209543
145,991037.799328029
146,1431.42626448095
147,61776.2720955622
148,11755.2763811987
149,3612.26054386935
150,6635.330176983
151,7313.90142453573
152,11498.5408902254
153,7311.15381359282
154,816.778422890116
155,7989.12527172759
156,1512.02806763348
157,6642.31953902381
158,3622.76121795759
159,6902.51692985329
161,5970.30926771191
162,788179.144605535
163,7447445.72008345
164,44161.9460117522
166,71063.9156364164
167,95652.6342854589
168,41994.2269577726
169,20064.8206831465
171,1290631.47448912
172,1767815.05420534
173,145223.447736197
174,166238.148064914
175,670819.47533929
176,353269.696293187
177,440183.122671742
178,110275.889426931
179,598785.578469985
180,2831376.2254568
181,600270.616910831
182,623655.508316069
183,248128.446705346
184,388354.944598779
185,3081.86735253686
186,8943.34445075567
187,126821.370256939
188,2179.24118373271
189,24542.5391195041
190,89012.9057790586
191,375742.466427559
192,6004.90804294323
193,252533.185494096
194,342314.014941403
195,187264.010306048
196,651672.112514803
197,218220.569829654
198,107223.710481442
199,37950.0909398324
200,827778.583078106
202,182638.4616625
203,3893957.49885496
204,1325393.61635488
205,2295859.17670918
206,2691481.15641833
207,2558381.82670658
208,20569.1451745479
209,13908587.1718231
210,5122314.32267463
212,96875.9056759415
214,112217.313045869
215,756.065522238072
216,8473717.30354357
218,1896795.22189145
219,12776.4134899238
220,226.075121933333
221,4390.47029127295
222,447770.272297548
223,3553562.44281493
224,5343096.53721146
227,11832.8841329147
228,32520.8961205893
231,38728.5554747729
232,5047.63009493872
237,6383.75109203673
244,7166.92585700353
245,189.112154616667
247,60276.7361700794
248,3540.39247692304
249,1651.25261201652
250,6768.79738756049
